seed=27
gen=0	fitness=89.754001541550	chromosome=0110101000111101000000110111101001010011101010100100110110001010101011100100001101100011110010101001100000010011100000111100000010011010000001111111100111111111	decoded=[-0.870404, -4.980935, -1.773386, -2.018390, 1.850575, -1.128377, 0.963062, 0.150080, 1.041188, 4.879996]
gen=1661	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1662	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1663	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1664	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1665	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1666	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1667	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1668	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1669	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1670	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1671	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1672	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1673	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1674	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1675	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1676	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1677	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1678	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1679	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1680	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1681	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1682	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1683	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1684	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1685	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1686	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1687	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1688	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1689	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1690	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1691	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1692	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1693	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1694	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1695	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1696	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1697	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1698	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1699	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1700	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1701	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1702	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1703	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1704	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1705	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1706	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1707	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1708	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1709	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1710	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1711	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1712	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1713	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1714	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1715	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1716	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1717	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1718	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1719	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1720	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1721	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1722	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1723	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1724	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1725	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1726	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1727	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1728	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1729	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1730	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1731	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1732	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1733	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1734	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1735	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1736	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1737	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1738	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1739	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1740	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1741	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1742	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1743	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1744	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1745	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1746	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1747	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1748	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1749	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1750	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1751	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1752	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1753	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1754	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1755	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
gen=1756	fitness=0.038544644887	chromosome=0111111111110100100000000001011001111111111001011000000000101010011111111101100101111111111010111000000000001100100000000010001010000000001001111000000000000001	decoded=[-0.001797, 0.003516, -0.004141, 0.006641, -0.006016, -0.003203, 0.001953, 0.005391, 0.006172, 0.000234]
