seed=28
gen=0	fitness=62.452881631583	chromosome=1000001110100010100101101011111001111011111001001001101101000011011110100100110010011001101000000111111010101001110010011111100101101011101101111010011001110000	decoded=[0.145393, 0.909780, -0.164299, 1.090564, -0.228050, 1.025094, -0.053516, 2.959030, -0.811341, 1.537602]
gen=1492	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1493	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1494	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1495	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1496	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1497	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1498	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1499	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1500	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1501	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1502	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1503	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1504	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1505	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1506	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1507	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1508	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1509	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1510	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1511	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1512	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1513	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1514	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1515	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1516	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1517	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1518	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1519	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1520	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1521	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1522	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1523	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1524	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1525	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1526	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1527	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1528	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1529	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1530	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1531	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1532	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1533	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1534	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1535	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1536	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1537	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1538	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1539	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1540	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1541	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1542	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1543	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1544	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1545	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1546	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1547	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1548	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1549	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1550	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1551	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1552	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1553	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1554	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1555	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1556	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1557	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1558	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1559	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1560	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1561	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1562	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1563	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1564	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1565	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1566	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1567	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1568	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1569	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1570	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1571	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1572	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1573	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1574	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1575	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1576	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1577	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1578	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1579	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1580	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1581	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1582	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1583	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1584	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1585	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1586	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
gen=1587	fitness=0.077105154034	chromosome=0111111111000111100000000001001010000000010001000111111111001001011111111110111101111111111100101000000000101110100000000001101001111111111111111000000000100101	decoded=[-0.008828, 0.002891, 0.010703, -0.008516, -0.002578, -0.002109, 0.007266, 0.004141, -0.000078, 0.005859]
