seed=4
gen=0	fitness=90.439355691299	position=[-2.832655, -1.798685, -0.178130, -1.150469, -3.354924, 0.054851, -0.045177, -1.024174, -0.813961, -1.624604]
gen=3023	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3024	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3025	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3026	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3027	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3028	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3029	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3030	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3031	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3032	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3033	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3034	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3035	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3036	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3037	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3038	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3039	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3040	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3041	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3042	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3043	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3044	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3045	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3046	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3047	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3048	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3049	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3050	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3051	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3052	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3053	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3054	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3055	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3056	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3057	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3058	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3059	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3060	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3061	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3062	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3063	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3064	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3065	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3066	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3067	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3068	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3069	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3070	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3071	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3072	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3073	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3074	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3075	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3076	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3077	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3078	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3079	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3080	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3081	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3082	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3083	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3084	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3085	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3086	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3087	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3088	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3089	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3090	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3091	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3092	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3093	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3094	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3095	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3096	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3097	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3098	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3099	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3100	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3101	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3102	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3103	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3104	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3105	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3106	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3107	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3108	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3109	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3110	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3111	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3112	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3113	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3114	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3115	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3116	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3117	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3118	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3119	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3120	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3121	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3122	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3123	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3124	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3125	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3126	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3127	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3128	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3129	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3130	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3131	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3132	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3133	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3134	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3135	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3136	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3137	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3138	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3139	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3140	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3141	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3142	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3143	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3144	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3145	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3146	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3147	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3148	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3149	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3150	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3151	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3152	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3153	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3154	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3155	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3156	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3157	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3158	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3159	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3160	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3161	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3162	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3163	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3164	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3165	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3166	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3167	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3168	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3169	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3170	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3171	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3172	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3173	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3174	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3175	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3176	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3177	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3178	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3179	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3180	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3181	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3182	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3183	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3184	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3185	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3186	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3187	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3188	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3189	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3190	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3191	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3192	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3193	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3194	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
gen=3195	fitness=0.605190211451	position=[0.007977, 0.011551, 0.019979, -0.005207, 0.018273, -0.005575, 0.029771, 0.009663, -0.029086, 0.015573]
